video_id,comment,Cleaned_Text,Final_Text,IsTextNaN,SentimentScore_RoBERTa,Sentiment_RoBERTa,NeutralSource_RoBERTa
i4Kj9SsPRbY,"Fantastic Video. Hats of to ""The Makers"" of this video. Overly simplified.",fantastic video hats makers video overly simplified,fantastic video hats makers video overly simplified,False,0.04396604001522064,Neutral,Real Text
i4Kj9SsPRbY,"sadly, looking back from today, this never happened. india at last minute backed off from rcep which it had been preparing the whole time with wish that by the time when the conversation settled, make in india narrative would eventually work out and make india companies compatitive enough to that of chinese ones.",sadly looking back today never happened india last minute backed rcep preparing whole time wish time conversation settled make india narrative would eventually work make india companies compatitive enough chinese ones,sadly looking back today never happened india last minute backed rcep preparing whole time wish time conversation settled make india narrative would eventually work make india companies compatitive enough chinese ones,False,-0.29538649320602417,Neutral,Real Text
i4Kj9SsPRbY,👏👏👏👏👏👏♥,,,True,0.0,Neutral,NaN Text
i4Kj9SsPRbY,Plz do not comes india.it will takes5 years to approval.you better go to Bangladesh.They speak less.Do lot.,plz comes indiait takes years approvalyou better go bangladeshthey speak lessdo lot,plz comes indiait takes years approvalyou better go bangladeshthey speak lessdo lot,False,-0.10911661386489868,Neutral,Real Text
i4Kj9SsPRbY,"it takes a lot of time to make this kinda video
hats off man .",takes lot time make kinda video hats man,takes lot time make kinda video hats man,False,-0.14284572005271912,Neutral,Real Text
i4Kj9SsPRbY,Super work ! From France 🇫🇷,super work france,super work france,False,0.6411438584327698,Positive,Real Text
i4Kj9SsPRbY,Superb work guy's 💗,superb work guys,superb work guys,False,0.9351070523262024,Positive,Real Text
i4Kj9SsPRbY,Superb video making,superb video making,superb video making,False,0.8419715762138367,Positive,Real Text
i4Kj9SsPRbY,Charly le moche,charly le moche,charly le moche,False,0.031189903616905212,Neutral,Real Text
i4Kj9SsPRbY,"How can I download it please suggest 
??",download please suggest,download please suggest,False,0.028738610446453094,Neutral,Real Text
i4Kj9SsPRbY,Awesome 💐💐💐❤❤❤❤❤👏👏👏,awesome,awesome,False,0.7562348246574402,Positive,Real Text
i4Kj9SsPRbY,Every democracy should move their manufacturing from China to India. China is an oppressive power that'll dictate the world if we let it go on for too long.,every democracy move manufacturing china india china oppressive power thatll dictate world let go long,every democracy move manufacturing china india china oppressive power thatll dictate world let go long,False,-0.2675579786300659,Neutral,Real Text
i4Kj9SsPRbY,"It's just superb, soo fantastic and interesting.... Really hats off to u and ur efforts....",superb soo fantastic interesting really hats u ur efforts,superb soo fantastic interesting really hats u ur efforts,False,0.9820172190666199,Positive,Real Text
i4Kj9SsPRbY,Amazing,amazing,amazing,False,0.7192507982254028,Positive,Real Text
i4Kj9SsPRbY,The word is just amazing for you guys 👍 out of the world ❤loved your presentation guys❤❤❤❤❤❤❤,word amazing guys world loved presentation guys,word amazing guys world loved presentation guys,False,0.977941632270813,Positive,Real Text
i4Kj9SsPRbY,"Showcase your ""MADE IN INDIA"" products to the World at "" Indozy.com ""  welcome Indian manufacturers, suppliers, and exporters Register as a supplier Free. #Make in India #Vocal for Local",showcase made india products world indozycom welcome indian manufacturers suppliers exporters register supplier free make india vocal local,showcase made india products world indozycom welcome indian manufacturers suppliers exporters register supplier free make india vocal local,False,0.8318743109703064,Positive,Real Text
i4Kj9SsPRbY,Good explanation,good explanation,good explanation,False,0.6326356530189514,Positive,Real Text
i4Kj9SsPRbY,"Phone company in
America:- (features),(price), made in America.
China:-(features),(price),made in China.
India:-bharath ke abhiman , made in India, jai namo.",phone company america featuresprice made america chinafeaturespricemade china indiabharath ke abhiman made india jai namo,phone company america featuresprice made america chinafeaturespricemade china indiabharath ke abhiman made india jai namo,False,-0.05777827277779579,Neutral,Real Text
i4Kj9SsPRbY,"https://youtu.be/2DKHqWq86qQ

Stand with #makeinindia",stand makeinindia,stand makeinindia,False,0.03699275106191635,Neutral,Real Text
i4Kj9SsPRbY,Plz watch and subscribe https://www.youtube.com/channel/UCrw5YY0lGN91VxvAtxBot4Q for detailed explanation videos of SST,plz watch subscribe detailed explanation videos sst,plz watch subscribe detailed explanation videos sst,False,0.13135355710983276,Neutral,Real Text
i4Kj9SsPRbY,Plz share the content plz plz plzz,plz share content plz plz plzz,plz share content plz plz plzz,False,0.366510808467865,Neutral,Real Text
i4Kj9SsPRbY,Keep it up. Nice video,keep nice video,keep nice video,False,0.941046416759491,Positive,Real Text
i4Kj9SsPRbY,"So after 5 years whats the progress?? I don't see any new companies or any new manufacturing hub as promised in this video.
Even PM modi has stopped talking about Make In India. 

So this is also one of failures like all other initiatives like skill india, startup india, etc. 

Election gaya, Baat gaya. It was just an election campaign, a jumla.",years whats progress dont see new companies new manufacturing hub promised video even pm modi stopped talking make india also one failures like initiatives like skill india startup india etc election gaya baat gaya election campaign jumla,years whats progress dont see new companies new manufacturing hub promised video even pm modi stopped talking make india also one failures like initiatives like skill india startup india etc election gaya baat gaya election campaign jumla,False,-0.5568504333496094,Negative,Real Text
i4Kj9SsPRbY,Big round of applause What You presented simple and effective,big round applause presented simple effective,big round applause presented simple effective,False,0.781240701675415,Positive,Real Text
i4Kj9SsPRbY,👑💍💎💎💎💎💎💎💎💎💎💎💍💎💍💍💍💎💎💎💎💎💎💎💎💎💎💎💎,,,True,0.0,Neutral,NaN Text
i4Kj9SsPRbY,Well explained. But how much paper has been used🤯,well explained much paper used,well explained much paper used,False,-0.058336660265922546,Neutral,Real Text
i4Kj9SsPRbY,Big kudos for the efforts😊great video,big kudos effortsgreat video,big kudos effortsgreat video,False,0.9684622287750244,Positive,Real Text
i4Kj9SsPRbY,Best best best video even to oo oo interesting😘😘😘😘😘,best best best video even oo oo interesting,best best best video even oo oo interesting,False,0.9624606966972351,Positive,Real Text
i4Kj9SsPRbY,"It is really helpful to me, thank u so much for posting such an amazing video😁",really helpful thank u much posting amazing video,really helpful thank u much posting amazing video,False,0.9866971373558044,Positive,Real Text
i4Kj9SsPRbY,Do make in india also carries foster innovation??,make india also carries foster innovation,make india also carries foster innovation,False,0.47734591364860535,Neutral,Real Text
i4Kj9SsPRbY,great work guys really appreciable found really useful thx keep doing al d best,great work guys really appreciable found really useful thx keep al best,great work guys really appreciable found really useful thx keep al best,False,0.9838387370109558,Positive,Real Text
i4Kj9SsPRbY,Best way of presentation 👌,best way presentation,best way presentation,False,0.6371680498123169,Positive,Real Text
i4Kj9SsPRbY,👍👍👍,,,True,0.0,Neutral,NaN Text
i4Kj9SsPRbY,Please explain what is make for india,please explain make india,please explain make india,False,-0.21122436225414276,Neutral,Real Text
i4Kj9SsPRbY,JET AIRWAYS CLOSED DUE TO MAKE IN INDIA....HAHAHA,jet airways closed due make indiahahaha,jet airways closed due make indiahahaha,False,-0.4471217393875122,Neutral,Real Text
dOZX3_Y4kKg,Chaina bad my India lover❤❤❤❤❤❤❤❤❤😂,chaina bad india lover,chaina bad india lover,False,-0.7788313627243042,Negative,Real Text
dOZX3_Y4kKg,"I know India is leading on corruption, scams, call center, rape, propaganda, friction with its neighbors, unfaithfulness, Modis overseas bank accounts are getting bigger and bigger and day dreaming in the middle of the afternoon.",know india leading corruption scams call center rape propaganda friction neighbors unfaithfulness modis overseas bank accounts getting bigger bigger day dreaming middle afternoon,know india leading corruption scams call center rape propaganda friction neighbors unfaithfulness modis overseas bank accounts getting bigger bigger day dreaming middle afternoon,False,-0.8865330219268799,Negative,Real Text
dOZX3_Y4kKg,Harrison Blackwell do a video about All Indian states,harrison blackwell video indian states,harrison blackwell video indian states,False,-0.021344859153032303,Neutral,Real Text
dOZX3_Y4kKg,"Harrison, please make a video on the political class of India. The politicians of all the dime and dozen parties are not even 4th class passed. So what else could you expect from them save rampant corruption.",harrison please make video political class india politicians dime dozen parties even th class passed else could expect save rampant corruption,harrison please make video political class india politicians dime dozen parties even th class passed else could expect save rampant corruption,False,-0.605444610118866,Negative,Real Text
dOZX3_Y4kKg,Unproductive labour is the biggest headache in india,unproductive labour biggest headache india,unproductive labour biggest headache india,False,-0.9471389651298523,Negative,Real Text
dOZX3_Y4kKg,"""Celebrating imaginary victory"" 😁😁",celebrating imaginary victory,celebrating imaginary victory,False,0.44953489303588867,Positive,Real Text
dOZX3_Y4kKg,😂😂😂,,,True,0.0,Neutral,NaN Text
dOZX3_Y4kKg,❤😊👍👌 From India,india,india,False,-0.013983115553855896,Neutral,Real Text
dOZX3_Y4kKg,"moodi got no shame, that mouthpiece firstpost of his also is a rubbish news",moodi got shame mouthpiece firstpost also rubbish news,moodi got shame mouthpiece firstpost also rubbish news,False,-0.9175362586975098,Negative,Real Text
dOZX3_Y4kKg,"You nailed it, Man !",nailed man,nailed man,False,-0.335693895816803,Neutral,Real Text
dOZX3_Y4kKg,Someone should constantly remind these stinking hypocrite Hindus keep dreaming you’ll never get close to Chinese success,someone constantly remind stinking hypocrite hindus keep dreaming youll never get close chinese success,someone constantly remind stinking hypocrite hindus keep dreaming youll never get close chinese success,False,-0.939048707485199,Negative,Real Text
dOZX3_Y4kKg,"I'm so sorry for India peoples , you can not catch up with MIGHTY CHINA, and keep dreaming for the next 100 years",im sorry india peoples catch mighty china keep dreaming next years,im sorry india peoples catch mighty china keep dreaming next years,False,-0.29982462525367737,Neutral,Real Text
dOZX3_Y4kKg,4:09 yeah I can Apply for US visa sitting in my house but I need to goto offices to pay Land taxes sadly,yeah apply us visa sitting house need goto offices pay land taxes sadly,yeah apply us visa sitting house need goto offices pay land taxes sadly,False,-0.45318135619163513,Neutral,Real Text
dOZX3_Y4kKg,"When we shot down Chinese military equipment, This was with the Indian Missiles. Please write about other countries, Biased",shot chinese military equipment indian missiles please write countries biased,shot chinese military equipment indian missiles please write countries biased,False,-0.5492370128631592,Negative,Real Text
dOZX3_Y4kKg,https://youtu.be/CXnvpgSHoCY?si=yYnr7iKojmB2R77k,,,True,0.0,Neutral,NaN Text
dOZX3_Y4kKg,"Besides all these serious shameful critics and awful embarrassment, the Indian government never bit feel disgraceful to others country.",besides serious shameful critics awful embarrassment indian government never bit feel disgraceful others country,besides serious shameful critics awful embarrassment indian government never bit feel disgraceful others country,False,-0.9197264909744263,Negative,Real Text
dOZX3_Y4kKg,"Made in India?

It would be covered in cow shit and that's if you're lucky to get one that clean.",made india would covered cow shit thats youre lucky get one clean,made india would covered cow shit thats youre lucky get one clean,False,-0.6485190391540527,Negative,Real Text
dOZX3_Y4kKg,Culturally India will never be superpower ..super poppa is the right name .,culturally india never superpower super poppa right name,culturally india never superpower super poppa right name,False,-0.30070289969444275,Neutral,Real Text
dOZX3_Y4kKg,Welcome Mr. Blackwell!  Mr. Blackwell is one of the most intelligent geopolitical experts.,welcome mr blackwell mr blackwell one intelligent geopolitical experts,welcome mr blackwell mr blackwell one intelligent geopolitical experts,False,0.6771349906921387,Positive,Real Text
dOZX3_Y4kKg,Corona virus is also MADE IN CHINA 😂. But the vaccines were MADE IN INDIA,corona virus also made china vaccines made india,corona virus also made china vaccines made india,False,-0.25750434398651123,Neutral,Real Text
dOZX3_Y4kKg,"Zahil Modi pe laga bhonkne 
Gujrat 2002 Dohrane ki taqat Hai",zahil modi pe laga bhonkne gujrat dohrane ki taqat hai,zahil modi pe laga bhonkne gujrat dohrane ki taqat hai,False,-0.11343349516391754,Neutral,Real Text
dOZX3_Y4kKg,Atleast pakistan with zero manufacturing unit and illetrate population should not lecture india on which pak itself is zero 😅,atleast pakistan zero manufacturing unit illetrate population lecture india pak zero,atleast pakistan zero manufacturing unit illetrate population lecture india pak zero,False,-0.29908043146133423,Neutral,Real Text
dOZX3_Y4kKg,China is the vishwaguru India will never be.,china vishwaguru india never,china vishwaguru india never,False,-0.23793800175189972,Neutral,Real Text
dOZX3_Y4kKg,"Boasting, scam and lies are ""make in India"".",boasting scam lies make india,boasting scam lies make india,False,-0.904019832611084,Negative,Real Text
dOZX3_Y4kKg,Modi tryed to ban this channel,modi tryed ban channel,modi tryed ban channel,False,-0.29702460765838623,Neutral,Real Text
dOZX3_Y4kKg,"India will continue to move forward. However, it will be slow. Some of the things he mentioned are right. Bureaucracy is worse in India. Bullet train delays, Navi Mumbai airport delays, and Vizhinjam port delays are some of the best/worst examples of land acquisition, activism, and bureaucracy.

This British man, however, forgets that his country is already behind India. It will continue to do so.",india continue move forward however slow things mentioned right bureaucracy worse india bullet train delays navi mumbai airport delays vizhinjam port delays bestworst examples land acquisition activism bureaucracy british man however forgets country already behind india continue,india continue move forward however slow things mentioned right bureaucracy worse india bullet train delays navi mumbai airport delays vizhinjam port delays bestworst examples land acquisition activism bureaucracy british man however forgets country already behind india continue,False,-0.5655905604362488,Negative,Real Text
dOZX3_Y4kKg,Sad fact,sad fact,sad fact,False,-0.45139193534851074,Negative,Real Text
dOZX3_Y4kKg,This needs genuine understanding.,needs genuine understanding,needs genuine understanding,False,0.19235828518867493,Neutral,Real Text
dOZX3_Y4kKg,India needs to be recolonise,india needs recolonise,india needs recolonise,False,-0.2104121446609497,Neutral,Real Text
dOZX3_Y4kKg,"But Mr Blackwell, India still thinks it holds the biggest trump card of them out by skilfully playing both sides : it can be a vital part of BRICS and yet be invited to the G7 summit; it can be part of Asia and yet be a member of Quad and its Indo-Pacific containment; it can rub shoulders with Putin and shake hands with Trump in the same week. Could you do a video dissecting this sophisticated art?",mr blackwell india still thinks holds biggest trump card skilfully playing sides vital part brics yet invited g summit part asia yet member quad indopacific containment rub shoulders putin shake hands trump week could video dissecting sophisticated art,mr blackwell india still thinks holds biggest trump card skilfully playing sides vital part brics yet invited g summit part asia yet member quad indopacific containment rub shoulders putin shake hands trump week could video dissecting sophisticated art,False,0.29280543327331543,Neutral,Real Text
dOZX3_Y4kKg,"India still leaving 
in the stone ages , there wealth is made on scamming people, and they still shitting in the streets, and poverty in the streets, and they made there money on Bollywood moves, and no one watches them anymore , copy cats of Hollywood",india still leaving stone ages wealth made scamming people still shitting streets poverty streets made money bollywood moves one watches anymore copy cats hollywood,india still leaving stone ages wealth made scamming people still shitting streets poverty streets made money bollywood moves one watches anymore copy cats hollywood,False,-0.8777734041213989,Negative,Real Text
dOZX3_Y4kKg,You are terrorist because you didn't talk about you channel you are from,terrorist didnt talk channel,terrorist didnt talk channel,False,-0.32219448685646057,Neutral,Real Text
dOZX3_Y4kKg,"India is strongest country in the world because it's growing with facing so many war like sindoor, siber, civil war, global war but still growing it means He is feeling jealous Chin and u. s developed because of only not campater to fight them like  coward you",india strongest country world growing facing many war like sindoor siber civil war global war still growing means feeling jealous chin u developed campater fight like coward,india strongest country world growing facing many war like sindoor siber civil war global war still growing means feeling jealous chin u developed campater fight like coward,False,-0.5705178380012512,Negative,Real Text
dOZX3_Y4kKg,"Who is this idiot of 1st degree who are trying to compare a hard-core Chineese-CPC with the largest democracy of the world, shows this commentator has very poor knowledge about India or he is tagged in prior to 2000 era. My advice to this prejudice mind would be to update his mental software and also the knowledge about India.
It is new India under Modi. Gone are the days when west used to lecture India but things are now reversed as India shows respect to others but cares none even not USA and operation SINDOOR is the latest example, a country with one of the best performing arsenals.",idiot st degree trying compare hardcore chineesecpc largest democracy world shows commentator poor knowledge india tagged prior era advice prejudice mind would update mental software also knowledge india new india modi gone days west used lecture india things reversed india shows respect others cares none even usa operation sindoor latest example country one best performing arsenals,idiot st degree trying compare hardcore chineesecpc largest democracy world shows commentator poor knowledge india tagged prior era advice prejudice mind would update mental software also knowledge india new india modi gone days west used lecture india things reversed india shows respect others cares none even usa operation sindoor latest example country one best performing arsenals,False,-0.28462833166122437,Neutral,Real Text
dOZX3_Y4kKg,"Ur title, get lost rascal,  u can't challenge our resurging New Bharat whoever it barbarous china or the world exploiter USA.",ur title get lost rascal u cant challenge resurging new bharat whoever barbarous china world exploiter usa,ur title get lost rascal u cant challenge resurging new bharat whoever barbarous china world exploiter usa,False,-0.8943653702735901,Negative,Real Text
dOZX3_Y4kKg,"Don't think what China doing  what India doing , think What you are doing.  You are doing anti India speech . nothing more . Don't waste our time .",dont think china india think anti india speech nothing dont waste time,dont think china india think anti india speech nothing dont waste time,False,-0.6684186458587646,Negative,Real Text
dOZX3_Y4kKg,"Hi Mr Blackwell, U talking about India’ s market size? ? According to Stats India… 90% of the Indian population CANNOT AFFORD ANYTHING OF LUXURY OUTSIDE OF THE BARE ESSENTIALS OF LIFE ! !  OTHER THAN THE SUZUKIS … NO OTHER CAR BRANDS CAN MAKE IT IN INDIA _ Indians have SHORT HANDS AND V E R Y  DEEP POCKETS _ THEREFORE, THEY CAN ‘T REACH THE MONEY 👎👎👎👎🤡🤡🤡🤡",hi mr blackwell u talking india market size according stats india indian population cannot afford anything luxury outside bare essentials life suzukis car brands make india _ indians short hands v e r deep pockets _ therefore reach money,hi mr blackwell u talking india market size according stats india indian population cannot afford anything luxury outside bare essentials life suzukis car brands make india _ indians short hands v e r deep pockets _ therefore reach money,False,-0.6715109944343567,Negative,Real Text
dOZX3_Y4kKg,Basically assemble or white label in....,basically assemble white label,basically assemble white label,False,-0.1434243619441986,Neutral,Real Text
dOZX3_Y4kKg,https://youtu.be/gdKDXNUkD_o?si=nGdG9ixWU4oDsQ63,,,True,0.0,Neutral,NaN Text
dOZX3_Y4kKg,https://youtu.be/taACVSEX3dA?si=WdjvNgDnnpd2SPb9,,,True,0.0,Neutral,NaN Text
dOZX3_Y4kKg,https://youtu.be/581yONiJZPQ?si=sg4JMOc9ZsGJZq69,,,True,0.0,Neutral,NaN Text
dOZX3_Y4kKg,If this had to come from the mouth of a non indian.. then we as a nation deserve this doom that we brought upon ourself!,come mouth non indian nation deserve doom brought upon ourself,come mouth non indian nation deserve doom brought upon ourself,False,-0.9288462996482849,Negative,Real Text
dOZX3_Y4kKg,"My hats off to you, Mr. Harrison Blackwell. Your channel happens to be the most favourite one to me. I devour the contents like a glutton and ruminate it later over hours. Will you please compile them all under one name to make and publish a book for the convenience of the world. I would purchase 50 copies of it and that's a solemn declaration.",hats mr harrison blackwell channel happens favourite one devour contents like glutton ruminate later hours please compile one name make publish book convenience world would purchase copies thats solemn declaration,hats mr harrison blackwell channel happens favourite one devour contents like glutton ruminate later hours please compile one name make publish book convenience world would purchase copies thats solemn declaration,False,0.2539588212966919,Neutral,Real Text
dOZX3_Y4kKg,A few developments here and there don't make the whole country developed. India as a whole is dirtier than many African countries. The people are very poor. India ranks low in HDI. India can never become a developed country because its citizens is racially inferior to citizens of most countries and adapted to live in shitty places.,developments dont make whole country developed india whole dirtier many african countries people poor india ranks low hdi india never become developed country citizens racially inferior citizens countries adapted live shitty places,developments dont make whole country developed india whole dirtier many african countries people poor india ranks low hdi india never become developed country citizens racially inferior citizens countries adapted live shitty places,False,-0.9291056990623474,Negative,Real Text
dOZX3_Y4kKg,"Thanks for your brilliant exposure, Sir",thanks brilliant exposure sir,thanks brilliant exposure sir,False,0.9296560883522034,Positive,Real Text
dOZX3_Y4kKg,"China started make in China policy in 1978 but India started make in India policy in 2014. That's mean 36 years deferent between China and India but India has been being better more and more since 2014 for make in India policy Now' Indian economy, manufacturing, infrastructure, express ways, highways, village roads, train ways, bullet train, education, science and technology, satellites and defence weapons etc are progressing day by day and India shall be better than China after 2040 for everything. Let me say something regarding Chinese products because Chinese products are not good quality but Indian products are better quality. Lastly India is democratic country but not China. That's why all the people of India can speak freely against Govt of India but all the people of China can't speak freely against Govt of China.",china started make china policy india started make india policy thats mean years deferent china india india better since make india policy indian economy manufacturing infrastructure express ways highways village roads train ways bullet train education science technology satellites defence weapons etc progressing day day india shall better china everything let say something regarding chinese products chinese products good quality indian products better quality lastly india democratic country china thats people india speak freely govt india people china cant speak freely govt china,china started make china policy india started make india policy thats mean years deferent china india india better since make india policy indian economy manufacturing infrastructure express ways highways village roads train ways bullet train education science technology satellites defence weapons etc progressing day day india shall better china everything let say something regarding chinese products chinese products good quality indian products better quality lastly india democratic country china thats people india speak freely govt india people china cant speak freely govt china,False,0.3479079306125641,Neutral,Real Text
dOZX3_Y4kKg,"Just another pakistani channel using AI voice....😂😂.
Pakistanis are great social media warriors.
In real world they *** in their pants.",another pakistani channel using ai voice pakistanis great social media warriors real world pants,another pakistani channel using ai voice pakistanis great social media warriors real world pants,False,0.4634753465652466,Positive,Real Text
dOZX3_Y4kKg,"They often yap about how india is so great vishawguru and no 1 country and their religion and culture is advanced or better than other people while the ground reality is they are the highest in number in any country immigration. And most importantly majority of people don't question politicians they just spoke for them like a spokesperson,so problem is not in the gov but the real problem is Indian people itslef they have the mindset of fighting each other for religion and casts.",often yap india great vishawguru country religion culture advanced better people ground reality highest number country immigration importantly majority people dont question politicians spoke like spokespersonso problem gov real problem indian people itslef mindset fighting religion casts,often yap india great vishawguru country religion culture advanced better people ground reality highest number country immigration importantly majority people dont question politicians spoke like spokespersonso problem gov real problem indian people itslef mindset fighting religion casts,False,0.2287999391555786,Neutral,Real Text
dOZX3_Y4kKg,Pay bribe to everyone.....,pay bribe everyone,pay bribe everyone,False,-0.34110620617866516,Neutral,Real Text
dOZX3_Y4kKg,Optics vs output,optics vs output,optics vs output,False,-0.12262651324272156,Neutral,Real Text
MGWYD4KBZpQ,Wrong Map,wrong map,wrong map,False,-0.6503856778144836,Negative,Real Text
MGWYD4KBZpQ,"Why you people do not show full.map.of india, what your problem, are you scared? From.china or pakistan?",people show fullmapof india problem scared fromchina pakistan,people show fullmapof india problem scared fromchina pakistan,False,-0.506737232208252,Negative,Real Text
MGWYD4KBZpQ,"A country living on usa alms , a freeloader judging india wow",country living usa alms freeloader judging india wow,country living usa alms freeloader judging india wow,False,-0.16379167139530182,Neutral,Real Text
MGWYD4KBZpQ,"See .. This Is The Toolkit Behaviour 1.4B  INDIANS don't Like .. Show Full India MAP Next Time or Leave India Alone since it's a 3rd World nation ... We grew up with a Thought that ""WE ARE ALL ALONE .. NO ONE WILL COME TO HELP US .That is What Our Strength "" if Any One Come To Help Us like RUSSIA and ISRAEL it's a Bonus For Us and We Never Forget Their Help ..  ..",see toolkit behaviour b indians dont like show full india map next time leave india alone since rd world nation grew thought alone one come help us strength one come help us like russia israel bonus us never forget help,see toolkit behaviour b indians dont like show full india map next time leave india alone since rd world nation grew thought alone one come help us strength one come help us like russia israel bonus us never forget help,False,-0.426239013671875,Negative,Real Text
MGWYD4KBZpQ,Make in India is Historic 😍🤩😍,make india historic,make india historic,False,0.19671902060508728,Neutral,Real Text
MGWYD4KBZpQ,@france 24 show correct mapnof india,show correct mapnof india,show correct mapnof india,False,0.016213014721870422,Neutral,Real Text
MGWYD4KBZpQ,Maroni and Lawa Rivers belongs to suriname not france.,maroni lawa rivers belongs suriname france,maroni lawa rivers belongs suriname france,False,0.06445125490427017,Neutral,Real Text
MGWYD4KBZpQ,For the time being make in Russia is better,time make russia better,time make russia better,False,0.6852319240570068,Positive,Real Text
MGWYD4KBZpQ,India will feel offended without Jammu and Kashmir on the map. I feel France will not make that mistake next time.,india feel offended without jammu kashmir map feel france make mistake next time,india feel offended without jammu kashmir map feel france make mistake next time,False,-0.8136997818946838,Negative,Real Text
MGWYD4KBZpQ,Tejas cannot even rise up,tejas cannot even rise,tejas cannot even rise,False,-0.6992840766906738,Negative,Real Text
MGWYD4KBZpQ,Tejas cannot even rise up,tejas cannot even rise,tejas cannot even rise,False,-0.6992840766906738,Negative,Real Text
MGWYD4KBZpQ,*Jammu and Kashmir is an integral part of India. Kindly show the correct map.* There's no point in appeasing a global terrør exporter state called Pakistan. Cheers 🥂,jammu kashmir integral part india kindly show correct map theres point appeasing global terrør exporter state called pakistan cheers,jammu kashmir integral part india kindly show correct map theres point appeasing global terrør exporter state called pakistan cheers,False,0.39040157198905945,Neutral,Real Text
MGWYD4KBZpQ,Show correct map of india,show correct map india,show correct map india,False,0.054455697536468506,Neutral,Real Text
MGWYD4KBZpQ,Modi is the greatest PM India ever had,modi greatest pm india ever,modi greatest pm india ever,False,0.8365610241889954,Positive,Real Text
MGWYD4KBZpQ,I un subscribed and ban france 24 tv for not showing right map of India.🙏,un subscribed ban france tv showing right map india,un subscribed ban france tv showing right map india,False,-0.47604990005493164,Negative,Real Text
MGWYD4KBZpQ,"Azerbaijan kicked Armenian out of occupied land and took the control back. Guess who was standing with who? I will tell you. Endia supported Armenia against Azerbaijan, and Pakistan and Türkiye supported Azerbaijan.",azerbaijan kicked armenian occupied land took control back guess standing tell endia supported armenia azerbaijan pakistan türkiye supported azerbaijan,azerbaijan kicked armenian occupied land took control back guess standing tell endia supported armenia azerbaijan pakistan türkiye supported azerbaijan,False,-0.27231115102767944,Neutral,Real Text
MGWYD4KBZpQ,🕉 🕉 🕉 wake up 🇮🇱 🇮🇳 🇫🇷 🙏,wake,wake,False,0.05318188667297363,Neutral,Real Text
MGWYD4KBZpQ,"Made in India? Really? 
Sam Altman: Indian AI is hopeless (2023)
Indians:  ""Challenge accepted"" (2023)
India:  India in Paris AI summit 2025 - Please help us make AI.
Truly sp in eless😅.
Just like Brahmos, needs help from Russia
Just like Space Race, needs help from USA since 2008 (NASA 2014 article: U.S., India to Collaborate on Mars Exploration, Earth-Observing Mission.)
Can't SOLO as always.",made india really sam altman indian ai hopeless indians challenge accepted india india paris ai summit please help us make ai truly sp eless like brahmos needs help russia like space race needs help usa since nasa article us india collaborate mars exploration earthobserving mission cant solo always,made india really sam altman indian ai hopeless indians challenge accepted india india paris ai summit please help us make ai truly sp eless like brahmos needs help russia like space race needs help usa since nasa article us india collaborate mars exploration earthobserving mission cant solo always,False,0.09629958868026733,Neutral,Real Text
